rainfall,crop,soil_type,season,pesticide,success_rate
226,wheat,red,summer,Imidacloprid,80
259,rice,red,winter,Imidacloprid,80
163,wheat,red,summer,Carbendazim,72
357,rice,red,summer,Imidacloprid,50
182,wheat,red,rainy,Deltamethrin,85
470,wheat,black,summer,Glyphosate,55
379,wheat,red,winter,Deltamethrin,75
492,wheat,black,winter,Imidacloprid,85
52,rice,black,winter,Chlorpyrifos,60
51,wheat,black,rainy,Chlorpyrifos,60
237,rice,black,summer,Copper Sulfate,83
179,rice,black,summer,Chlorpyrifos,90
286,rice,black,rainy,Carbendazim,100
324,rice,black,summer,Deltamethrin,70
213,rice,black,rainy,Chlorpyrifos,100
291,wheat,black,rainy,Glyphosate,85
492,rice,red,summer,Carbendazim,42
452,wheat,black,summer,Mancozeb,63
121,rice,red,summer,Chlorpyrifos,75
65,rice,red,summer,Carbendazim,42
155,wheat,black,rainy,Deltamethrin,100
425,wheat,black,rainy,Glyphosate,55
179,rice,red,summer,Copper Sulfate,68
364,wheat,red,rainy,Deltamethrin,55
175,wheat,red,summer,Deltamethrin,85
338,wheat,red,winter,Imidacloprid,70
360,rice,red,rainy,Glyphosate,60
193,rice,red,winter,Mancozeb,78
430,wheat,black,winter,Copper Sulfate,73
413,rice,red,summer,Mancozeb,48
66,wheat,red,summer,Imidacloprid,50
308,wheat,black,summer,Carbendazim,57
149,wheat,black,rainy,Mancozeb,93
249,wheat,black,winter,Mancozeb,100
271,wheat,red,winter,Deltamethrin,100
263,rice,red,summer,Glyphosate,70
296,wheat,black,winter,Chlorpyrifos,100
170,wheat,red,rainy,Mancozeb,78
445,wheat,red,summer,Imidacloprid,50
85,wheat,red,winter,Copper Sulfate,58
148,wheat,red,winter,Imidacloprid,100
483,rice,red,summer,Carbendazim,42
310,wheat,red,summer,Mancozeb,48
269,rice,black,winter,Chlorpyrifos,90
389,wheat,black,winter,Imidacloprid,85
471,wheat,red,summer,Chlorpyrifos,45
394,wheat,red,rainy,Imidacloprid,50
54,rice,black,rainy,Glyphosate,75
370,wheat,black,summer,Mancozeb,63
92,rice,black,winter,Chlorpyrifos,60
347,wheat,red,rainy,Glyphosate,40
338,rice,red,rainy,Chlorpyrifos,65
490,wheat,red,rainy,Mancozeb,48
280,rice,red,summer,Deltamethrin,85
159,wheat,red,rainy,Copper Sulfate,68
263,rice,red,winter,Chlorpyrifos,75
90,rice,red,winter,Mancozeb,48
457,wheat,black,summer,Glyphosate,55
229,rice,red,winter,Imidacloprid,80
51,wheat,red,winter,Copper Sulfate,58
464,wheat,black,rainy,Imidacloprid,65
269,wheat,red,rainy,Carbendazim,72
215,wheat,red,rainy,Mancozeb,78
427,wheat,red,rainy,Chlorpyrifos,45
452,wheat,black,rainy,Deltamethrin,70
170,wheat,red,winter,Imidacloprid,100
366,wheat,black,rainy,Deltamethrin,70
413,wheat,red,rainy,Imidacloprid,50
225,rice,black,summer,Copper Sulfate,83
322,wheat,red,rainy,Deltamethrin,55
191,wheat,black,summer,Carbendazim,87
309,rice,black,winter,Deltamethrin,70
345,wheat,black,summer,Chlorpyrifos,60
183,wheat,black,winter,Copper Sulfate,100
346,rice,black,rainy,Deltamethrin,90
305,wheat,black,winter,Glyphosate,75
492,wheat,black,rainy,Carbendazim,57
157,wheat,black,rainy,Mancozeb,93
324,wheat,black,summer,Copper Sulfate,53
450,wheat,black,rainy,Deltamethrin,70
363,wheat,black,winter,Glyphosate,75
386,rice,black,winter,Chlorpyrifos,60
415,rice,red,winter,Copper Sulfate,38
118,rice,black,winter,Mancozeb,93
455,wheat,red,winter,Chlorpyrifos,65
123,wheat,red,rainy,Carbendazim,72
74,wheat,black,summer,Carbendazim,57
413,wheat,red,summer,Glyphosate,40
331,rice,black,summer,Copper Sulfate,53
149,rice,black,winter,Imidacloprid,95
438,wheat,red,rainy,Glyphosate,40
77,rice,black,winter,Glyphosate,55
182,wheat,red,rainy,Glyphosate,70
494,rice,black,winter,Mancozeb,63
473,rice,black,summer,Carbendazim,57
347,wheat,red,winter,Imidacloprid,70
475,wheat,red,winter,Glyphosate,60
330,wheat,black,rainy,Glyphosate,55
216,rice,black,rainy,Deltamethrin,100
440,wheat,red,rainy,Deltamethrin,55
107,wheat,black,rainy,Imidacloprid,95
316,wheat,black,winter,Mancozeb,83
238,wheat,red,summer,Glyphosate,70
251,wheat,black,summer,Deltamethrin,100
81,wheat,red,winter,Imidacloprid,70
422,rice,red,rainy,Mancozeb,68
398,rice,red,rainy,Glyphosate,60
379,wheat,black,rainy,Chlorpyrifos,60
187,wheat,red,winter,Chlorpyrifos,95
122,rice,black,summer,Deltamethrin,100
243,wheat,red,rainy,Mancozeb,78
438,rice,black,rainy,Deltamethrin,90
163,wheat,red,winter,Mancozeb,98
485,wheat,red,winter,Glyphosate,60
235,wheat,black,winter,Carbendazim,100
183,wheat,black,rainy,Glyphosate,85
129,wheat,red,rainy,Glyphosate,70
288,wheat,red,winter,Deltamethrin,100
248,wheat,black,winter,Copper Sulfate,100
198,wheat,black,rainy,Carbendazim,87
369,rice,black,winter,Carbendazim,57
396,wheat,red,rainy,Glyphosate,40
422,rice,red,summer,Imidacloprid,50
379,rice,red,summer,Glyphosate,40
424,rice,red,winter,Imidacloprid,50
415,rice,red,rainy,Carbendazim,62
204,wheat,red,summer,Copper Sulfate,68
436,wheat,red,rainy,Copper Sulfate,38
109,wheat,red,winter,Copper Sulfate,88
64,rice,red,rainy,Glyphosate,60
283,rice,black,summer,Carbendazim,87
490,rice,red,winter,Carbendazim,42
365,wheat,black,winter,Mancozeb,83
173,wheat,red,winter,Deltamethrin,100
239,rice,red,summer,Chlorpyrifos,75
281,wheat,red,summer,Deltamethrin,85
316,wheat,red,winter,Deltamethrin,75
350,rice,red,summer,Carbendazim,42
261,wheat,black,rainy,Deltamethrin,100
73,wheat,red,rainy,Chlorpyrifos,45
345,wheat,black,winter,Copper Sulfate,73
201,wheat,black,rainy,Carbendazim,87
486,wheat,black,rainy,Copper Sulfate,53
300,rice,black,summer,Carbendazim,87
429,wheat,black,summer,Glyphosate,55
246,rice,red,rainy,Carbendazim,92
278,wheat,black,winter,Glyphosate,100
233,wheat,black,winter,Glyphosate,100
399,rice,red,summer,Imidacloprid,50
215,rice,black,rainy,Deltamethrin,100
214,rice,black,rainy,Mancozeb,100
272,wheat,black,winter,Deltamethrin,100
484,rice,red,summer,Copper Sulfate,38
285,rice,red,summer,Deltamethrin,85
131,rice,black,rainy,Deltamethrin,100
74,rice,black,summer,Imidacloprid,65
234,wheat,red,winter,Mancozeb,98
94,wheat,black,winter,Mancozeb,83
375,rice,red,rainy,Carbendazim,62
431,wheat,red,winter,Copper Sulfate,58
198,wheat,red,rainy,Imidacloprid,80
83,wheat,black,summer,Mancozeb,63
356,wheat,red,rainy,Carbendazim,42
195,rice,red,rainy,Deltamethrin,100
206,rice,black,summer,Glyphosate,85
425,rice,red,winter,Chlorpyrifos,45
65,wheat,black,rainy,Glyphosate,55
416,rice,red,winter,Deltamethrin,55
120,wheat,red,summer,Chlorpyrifos,75
358,wheat,black,summer,Copper Sulfate,53
343,wheat,red,summer,Carbendazim,42
233,rice,red,winter,Chlorpyrifos,75
71,wheat,red,winter,Copper Sulfate,58
453,wheat,red,winter,Imidacloprid,70
438,rice,red,summer,Imidacloprid,50
335,wheat,black,rainy,Glyphosate,55
175,rice,red,rainy,Glyphosate,90
251,wheat,red,winter,Carbendazim,92
191,wheat,red,rainy,Glyphosate,70
325,rice,red,winter,Deltamethrin,55
490,rice,red,summer,Copper Sulfate,38
369,rice,red,summer,Glyphosate,40
100,wheat,red,summer,Mancozeb,78
146,wheat,black,winter,Glyphosate,100
442,rice,black,winter,Deltamethrin,70
343,wheat,black,winter,Deltamethrin,90
496,wheat,red,rainy,Glyphosate,40
190,wheat,red,rainy,Deltamethrin,85
441,wheat,red,summer,Imidacloprid,50
178,wheat,black,rainy,Imidacloprid,95
442,rice,black,winter,Deltamethrin,70
134,rice,black,rainy,Carbendazim,100
89,wheat,red,rainy,Imidacloprid,50
255,wheat,red,summer,Copper Sulfate,68
277,rice,black,winter,Glyphosate,85
90,rice,black,rainy,Chlorpyrifos,80
245,rice,red,winter,Glyphosate,70
215,rice,black,summer,Imidacloprid,95
219,wheat,black,winter,Carbendazim,100
52,wheat,black,rainy,Mancozeb,63
378,rice,black,summer,Mancozeb,63
402,wheat,black,summer,Glyphosate,55
231,rice,red,winter,Glyphosate,70
197,rice,black,summer,Glyphosate,85
299,wheat,red,rainy,Deltamethrin,85
66,rice,black,rainy,Copper Sulfate,73
441,wheat,black,rainy,Chlorpyrifos,60
304,rice,red,summer,Imidacloprid,50
204,rice,black,winter,Carbendazim,87
281,wheat,red,winter,Carbendazim,92
97,wheat,black,winter,Glyphosate,75
230,wheat,black,summer,Copper Sulfate,83
250,rice,black,summer,Glyphosate,85
161,wheat,black,summer,Carbendazim,87
99,rice,red,winter,Copper Sulfate,38
342,wheat,black,rainy,Mancozeb,63
242,rice,red,summer,Copper Sulfate,68
266,wheat,red,rainy,Mancozeb,78
273,wheat,black,winter,Glyphosate,100
341,wheat,red,winter,Imidacloprid,70
370,wheat,red,summer,Deltamethrin,55
477,wheat,red,winter,Carbendazim,62
121,rice,red,winter,Carbendazim,72
286,wheat,black,rainy,Glyphosate,85
68,rice,black,winter,Imidacloprid,65
386,wheat,black,rainy,Copper Sulfate,53
387,rice,red,summer,Imidacloprid,50
254,rice,red,summer,Chlorpyrifos,75
132,wheat,red,winter,Deltamethrin,100
455,wheat,black,winter,Chlorpyrifos,80
69,wheat,red,winter,Imidacloprid,70
270,wheat,red,rainy,Copper Sulfate,68
276,wheat,black,rainy,Carbendazim,87
176,wheat,black,winter,Glyphosate,100
232,wheat,black,rainy,Chlorpyrifos,90
479,rice,red,winter,Glyphosate,40
161,rice,black,rainy,Imidacloprid,100
181,rice,black,winter,Imidacloprid,95
151,rice,red,winter,Glyphosate,70
436,rice,black,summer,Deltamethrin,70
327,rice,red,winter,Mancozeb,48
151,rice,red,rainy,Chlorpyrifos,95
60,wheat,red,rainy,Chlorpyrifos,45
365,rice,red,winter,Mancozeb,48
365,rice,red,winter,Chlorpyrifos,45
151,wheat,black,winter,Mancozeb,100
213,rice,red,rainy,Deltamethrin,100
250,wheat,red,summer,Carbendazim,72
280,rice,red,winter,Copper Sulfate,68
491,wheat,red,winter,Chlorpyrifos,65
430,wheat,red,summer,Copper Sulfate,38
146,wheat,black,summer,Chlorpyrifos,90
153,rice,red,summer,Mancozeb,78
485,wheat,black,rainy,Imidacloprid,65
261,wheat,red,rainy,Carbendazim,72
146,wheat,black,summer,Glyphosate,85
241,rice,black,rainy,Mancozeb,100
55,rice,red,summer,Imidacloprid,50
269,wheat,red,rainy,Chlorpyrifos,75
106,wheat,red,rainy,Mancozeb,78
146,rice,black,winter,Mancozeb,93
335,rice,red,winter,Glyphosate,40
292,wheat,red,rainy,Deltamethrin,85
295,wheat,black,winter,Mancozeb,100
455,rice,black,rainy,Deltamethrin,90
408,rice,red,rainy,Imidacloprid,70
165,rice,black,rainy,Imidacloprid,100
179,rice,black,summer,Copper Sulfate,83
63,rice,black,winter,Carbendazim,57
479,rice,black,rainy,Mancozeb,83
458,rice,black,rainy,Carbendazim,77
426,rice,red,winter,Carbendazim,42
54,rice,black,winter,Mancozeb,63
86,rice,red,winter,Glyphosate,40
382,wheat,red,summer,Deltamethrin,55
147,wheat,black,rainy,Carbendazim,87
174,rice,black,winter,Glyphosate,85
114,rice,red,rainy,Imidacloprid,100
298,wheat,red,winter,Copper Sulfate,88
67,wheat,red,rainy,Glyphosate,40
248,wheat,black,rainy,Carbendazim,87
430,rice,black,rainy,Mancozeb,83
239,rice,red,summer,Copper Sulfate,68
326,rice,red,winter,Glyphosate,40
206,rice,red,rainy,Imidacloprid,100
307,wheat,red,winter,Glyphosate,60
268,wheat,red,summer,Copper Sulfate,68
234,rice,black,rainy,Imidacloprid,100
212,rice,red,winter,Chlorpyrifos,75
61,rice,red,winter,Imidacloprid,50
125,wheat,red,rainy,Carbendazim,72
155,wheat,red,rainy,Imidacloprid,80
154,wheat,black,rainy,Carbendazim,87
290,wheat,black,rainy,Copper Sulfate,83
323,wheat,red,winter,Glyphosate,60
237,wheat,black,summer,Imidacloprid,95
377,wheat,black,rainy,Glyphosate,55
386,rice,red,summer,Chlorpyrifos,45
374,rice,red,rainy,Mancozeb,68
210,rice,red,rainy,Chlorpyrifos,95
216,wheat,red,winter,Mancozeb,98
481,wheat,red,rainy,Imidacloprid,50
369,rice,red,rainy,Glyphosate,60
66,rice,black,winter,Copper Sulfate,53
375,wheat,red,rainy,Imidacloprid,50
75,wheat,red,winter,Imidacloprid,70
201,rice,red,winter,Chlorpyrifos,75
205,rice,black,rainy,Imidacloprid,100
202,wheat,red,winter,Carbendazim,92
139,rice,red,rainy,Mancozeb,98
107,rice,red,winter,Imidacloprid,80
101,rice,black,rainy,Mancozeb,100
472,rice,red,winter,Glyphosate,40
59,rice,red,rainy,Deltamethrin,75
419,wheat,black,winter,Imidacloprid,85
486,rice,red,summer,Mancozeb,48
406,rice,black,winter,Chlorpyrifos,60
440,wheat,red,summer,Deltamethrin,55
203,rice,red,rainy,Deltamethrin,100
91,rice,black,rainy,Chlorpyrifos,80
168,wheat,black,rainy,Imidacloprid,95
261,wheat,red,summer,Chlorpyrifos,75
163,wheat,black,summer,Imidacloprid,95
419,rice,black,rainy,Copper Sulfate,73
82,wheat,black,winter,Deltamethrin,90
478,wheat,red,summer,Imidacloprid,50
355,wheat,red,rainy,Imidacloprid,50
73,wheat,red,rainy,Carbendazim,42
230,rice,red,rainy,Carbendazim,92
270,wheat,red,winter,Carbendazim,92
194,wheat,black,winter,Carbendazim,100
393,wheat,black,winter,Copper Sulfate,73
476,wheat,red,rainy,Copper Sulfate,38
180,wheat,red,summer,Carbendazim,72
85,wheat,red,winter,Chlorpyrifos,65
99,wheat,red,winter,Deltamethrin,75
260,rice,black,summer,Mancozeb,93
153,rice,red,summer,Carbendazim,72
59,wheat,red,rainy,Chlorpyrifos,45
417,rice,black,winter,Deltamethrin,70
62,rice,black,winter,Carbendazim,57
265,wheat,black,winter,Mancozeb,100
168,rice,red,summer,Copper Sulfate,68
82,rice,red,summer,Chlorpyrifos,45
314,wheat,black,rainy,Deltamethrin,70
224,rice,black,summer,Carbendazim,87
498,rice,red,winter,Carbendazim,42
200,wheat,red,rainy,Mancozeb,78
267,rice,red,winter,Chlorpyrifos,75
390,rice,red,summer,Mancozeb,48
257,rice,red,summer,Chlorpyrifos,75
278,rice,red,winter,Mancozeb,78
461,wheat,black,summer,Imidacloprid,65
274,rice,black,rainy,Deltamethrin,100
148,wheat,red,winter,Chlorpyrifos,95
173,rice,red,winter,Carbendazim,72
215,wheat,red,winter,Glyphosate,90
310,wheat,black,rainy,Chlorpyrifos,60
400,rice,red,summer,Chlorpyrifos,45
60,rice,black,rainy,Chlorpyrifos,80
245,wheat,red,winter,Imidacloprid,100
324,wheat,red,summer,Imidacloprid,50
467,rice,black,rainy,Carbendazim,77
484,wheat,red,rainy,Imidacloprid,50
445,rice,red,rainy,Imidacloprid,70
90,rice,red,winter,Glyphosate,40
107,wheat,red,winter,Deltamethrin,100
242,wheat,red,summer,Chlorpyrifos,75
149,wheat,black,winter,Glyphosate,100
184,rice,black,summer,Copper Sulfate,83
383,wheat,black,rainy,Copper Sulfate,53
131,rice,red,summer,Deltamethrin,85
203,wheat,red,winter,Glyphosate,90
71,wheat,red,summer,Chlorpyrifos,45
207,rice,red,rainy,Deltamethrin,100
174,rice,red,winter,Imidacloprid,80
78,wheat,black,rainy,Carbendazim,57
129,wheat,black,winter,Imidacloprid,100
192,rice,red,winter,Mancozeb,78
108,wheat,black,rainy,Mancozeb,93
403,rice,black,rainy,Carbendazim,77
224,rice,red,rainy,Imidacloprid,100
290,rice,black,rainy,Copper Sulfate,100
136,wheat,red,summer,Chlorpyrifos,75
227,rice,red,rainy,Glyphosate,90
140,rice,red,rainy,Copper Sulfate,88
66,rice,black,summer,Carbendazim,57
242,rice,red,summer,Chlorpyrifos,75
100,rice,black,rainy,Imidacloprid,100
141,rice,red,winter,Glyphosate,70
127,wheat,red,winter,Deltamethrin,100
322,rice,black,rainy,Carbendazim,77
448,wheat,black,summer,Chlorpyrifos,60
387,wheat,red,summer,Copper Sulfate,38
439,wheat,black,summer,Carbendazim,57
391,wheat,black,rainy,Mancozeb,63
330,wheat,black,rainy,Carbendazim,57
422,wheat,black,rainy,Carbendazim,57
214,rice,red,rainy,Deltamethrin,100
465,rice,black,rainy,Copper Sulfate,73
439,rice,black,rainy,Copper Sulfate,73
427,wheat,red,rainy,Glyphosate,40
327,rice,black,winter,Mancozeb,63
419,wheat,black,winter,Chlorpyrifos,80
395,wheat,black,winter,Chlorpyrifos,80
350,wheat,red,rainy,Deltamethrin,55
229,rice,black,rainy,Imidacloprid,100
164,wheat,black,winter,Imidacloprid,100
116,wheat,black,rainy,Chlorpyrifos,90
399,rice,black,rainy,Deltamethrin,90
305,rice,black,rainy,Mancozeb,83
422,wheat,red,winter,Carbendazim,62
123,rice,black,rainy,Deltamethrin,100
58,rice,red,summer,Mancozeb,48
395,wheat,black,winter,Deltamethrin,90
227,rice,red,summer,Mancozeb,78
461,wheat,red,summer,Chlorpyrifos,45
146,rice,black,rainy,Deltamethrin,100
102,wheat,red,rainy,Copper Sulfate,68
171,rice,red,winter,Copper Sulfate,68
454,wheat,red,rainy,Chlorpyrifos,45
60,wheat,black,winter,Carbendazim,77
87,wheat,red,rainy,Imidacloprid,50
135,rice,black,summer,Deltamethrin,100
158,rice,black,winter,Chlorpyrifos,90
110,wheat,red,rainy,Chlorpyrifos,75
82,wheat,black,rainy,Deltamethrin,70
445,rice,red,rainy,Carbendazim,62
486,wheat,black,summer,Chlorpyrifos,60
285,rice,black,winter,Copper Sulfate,83
350,rice,black,summer,Chlorpyrifos,60
137,rice,black,winter,Mancozeb,93
410,rice,red,winter,Imidacloprid,50
68,rice,black,rainy,Carbendazim,77
372,wheat,black,rainy,Glyphosate,55
172,wheat,red,rainy,Chlorpyrifos,75
400,rice,red,summer,Deltamethrin,55
195,rice,black,winter,Chlorpyrifos,90
120,wheat,black,rainy,Imidacloprid,95
118,wheat,black,winter,Mancozeb,100
127,wheat,black,winter,Deltamethrin,100
127,rice,black,rainy,Glyphosate,100
290,rice,black,winter,Deltamethrin,100
451,wheat,red,summer,Carbendazim,42
330,wheat,black,summer,Chlorpyrifos,60
491,rice,black,rainy,Imidacloprid,85
372,rice,black,rainy,Imidacloprid,85
346,wheat,red,rainy,Mancozeb,48
426,wheat,black,rainy,Deltamethrin,70
341,wheat,red,rainy,Imidacloprid,50
443,wheat,red,winter,Chlorpyrifos,65
414,rice,black,summer,Chlorpyrifos,60
65,rice,red,winter,Imidacloprid,50
340,rice,red,summer,Chlorpyrifos,45
92,rice,red,rainy,Glyphosate,60
58,rice,red,winter,Mancozeb,48
58,wheat,black,rainy,Copper Sulfate,53
288,wheat,black,rainy,Chlorpyrifos,90
480,wheat,black,summer,Copper Sulfate,53
318,wheat,black,summer,Deltamethrin,70
490,rice,black,rainy,Glyphosate,75
64,wheat,red,winter,Deltamethrin,75
297,wheat,black,summer,Copper Sulfate,83
185,rice,red,summer,Deltamethrin,85
74,rice,red,rainy,Carbendazim,62
483,wheat,black,rainy,Copper Sulfate,53
465,rice,black,winter,Imidacloprid,65
449,wheat,black,winter,Carbendazim,77
373,wheat,red,winter,Mancozeb,68
138,rice,red,summer,Carbendazim,72
149,rice,red,rainy,Mancozeb,98
300,rice,red,rainy,Imidacloprid,100
220,rice,red,summer,Deltamethrin,85
81,wheat,red,rainy,Glyphosate,40
483,wheat,red,rainy,Mancozeb,48
428,wheat,black,rainy,Glyphosate,55
229,rice,black,winter,Imidacloprid,95
417,wheat,black,summer,Mancozeb,63
419,wheat,red,summer,Mancozeb,48
166,wheat,black,rainy,Carbendazim,87
100,rice,red,winter,Chlorpyrifos,75
70,wheat,red,rainy,Carbendazim,42
459,wheat,red,winter,Carbendazim,62
362,wheat,red,rainy,Carbendazim,42
277,rice,black,rainy,Deltamethrin,100
249,rice,black,winter,Deltamethrin,100
454,wheat,red,rainy,Carbendazim,42
183,wheat,red,summer,Mancozeb,78
63,rice,red,rainy,Mancozeb,68
272,rice,red,summer,Copper Sulfate,68
109,rice,red,rainy,Copper Sulfate,88
296,rice,red,rainy,Imidacloprid,100
84,rice,red,rainy,Chlorpyrifos,65
397,wheat,red,summer,Chlorpyrifos,45
216,rice,black,rainy,Deltamethrin,100
290,wheat,black,winter,Chlorpyrifos,100
463,rice,black,winter,Imidacloprid,65
164,wheat,red,rainy,Chlorpyrifos,75
467,wheat,red,summer,Copper Sulfate,38
490,wheat,red,winter,Chlorpyrifos,65
439,rice,red,rainy,Carbendazim,62
421,rice,black,winter,Carbendazim,57
120,rice,red,summer,Mancozeb,78
460,wheat,red,rainy,Chlorpyrifos,45
181,rice,red,summer,Chlorpyrifos,75
346,rice,black,rainy,Glyphosate,75
412,wheat,black,summer,Carbendazim,57
225,rice,black,summer,Chlorpyrifos,90
472,wheat,black,summer,Deltamethrin,70
112,rice,black,winter,Carbendazim,87
312,rice,black,rainy,Glyphosate,75
199,rice,black,winter,Glyphosate,85
416,wheat,black,winter,Chlorpyrifos,80
390,wheat,red,winter,Deltamethrin,75
240,wheat,red,summer,Chlorpyrifos,75
152,rice,black,winter,Mancozeb,93
338,rice,black,winter,Copper Sulfate,53
125,rice,black,summer,Imidacloprid,95
151,rice,black,rainy,Glyphosate,100
459,wheat,red,rainy,Carbendazim,42
149,rice,black,winter,Deltamethrin,100
447,rice,red,summer,Glyphosate,40
402,rice,black,winter,Imidacloprid,65
139,rice,black,winter,Mancozeb,93
90,wheat,red,summer,Glyphosate,40
80,rice,red,winter,Glyphosate,40
372,wheat,black,rainy,Chlorpyrifos,60
346,rice,red,summer,Chlorpyrifos,45
259,wheat,red,rainy,Glyphosate,70
349,rice,red,winter,Glyphosate,40
424,wheat,red,rainy,Carbendazim,42
495,wheat,black,rainy,Imidacloprid,65
426,wheat,black,summer,Glyphosate,55
419,wheat,red,summer,Copper Sulfate,38
493,wheat,red,winter,Imidacloprid,70
236,rice,black,summer,Deltamethrin,100
451,wheat,black,winter,Mancozeb,83
301,wheat,black,rainy,Deltamethrin,70
471,rice,black,summer,Imidacloprid,65
426,rice,black,winter,Deltamethrin,70
96,rice,black,winter,Mancozeb,63
148,wheat,black,summer,Copper Sulfate,83
117,rice,red,rainy,Deltamethrin,100
57,wheat,red,rainy,Chlorpyrifos,45
53,wheat,black,winter,Deltamethrin,90
215,wheat,red,winter,Chlorpyrifos,95
199,wheat,black,rainy,Copper Sulfate,83
355,wheat,black,summer,Mancozeb,63
99,rice,black,rainy,Glyphosate,75
221,wheat,red,winter,Mancozeb,98
162,wheat,black,summer,Mancozeb,93
315,wheat,black,summer,Imidacloprid,65
489,rice,red,rainy,Deltamethrin,75
387,rice,black,summer,Mancozeb,63
55,wheat,black,winter,Imidacloprid,85
263,rice,red,rainy,Chlorpyrifos,95
241,rice,red,rainy,Imidacloprid,100
311,wheat,black,winter,Chlorpyrifos,80
89,rice,red,summer,Carbendazim,42
317,rice,red,summer,Carbendazim,42
168,wheat,black,summer,Chlorpyrifos,90
125,wheat,red,rainy,Glyphosate,70
327,wheat,red,summer,Imidacloprid,50
223,rice,red,rainy,Deltamethrin,100
407,wheat,red,rainy,Carbendazim,42
212,rice,red,winter,Imidacloprid,80
